id,fold,nondamage,minor,major,destroyed,empty
nepal-flooding_00000154,0,False,False,False,False,True
socal-fire_00000151,0,False,False,False,False,True
woolsey-fire_00000741,0,True,False,False,True,False
portugal-wildfire_00000101,0,False,False,False,False,True
pinery-bushfire_00000531,0,False,False,False,False,True
hurricane-matthew_00000193,0,False,False,False,False,False
pinery-bushfire_00001714,0,False,False,False,False,True
pinery-bushfire_00001366,0,True,False,False,False,False
lower-puna-volcano_00000284,0,False,False,False,False,True
portugal-wildfire_00001367,0,False,False,False,False,True
portugal-wildfire_00000881,0,True,False,False,False,False
pinery-bushfire_00001350,0,False,False,False,False,True
lower-puna-volcano_00000182,0,True,False,False,False,False
pinery-bushfire_00000018,0,True,False,False,False,False
tuscaloosa-tornado_00000049,0,True,True,True,False,False
lower-puna-volcano_00000257,0,False,False,False,False,True
pinery-bushfire_00001770,0,True,False,False,False,False
woolsey-fire_00000255,0,True,False,False,True,False
woolsey-fire_00000870,0,False,False,False,False,True
moore-tornado_00000053,0,True,False,False,True,False
midwest-flooding_00000301,0,True,False,False,True,False
portugal-wildfire_00001647,0,False,False,False,False,True
moore-tornado_00000159,0,True,True,True,True,False
hurricane-michael_00000299,0,True,True,True,True,False
portugal-wildfire_00001205,0,False,False,False,False,True
socal-fire_00000105,0,False,False,False,False,True
pinery-bushfire_00001288,0,False,False,False,False,True
pinery-bushfire_00001395,0,False,False,False,False,True
pinery-bushfire_00000291,0,False,False,False,False,True
woolsey-fire_00000702,0,True,False,False,True,False
portugal-wildfire_00000340,0,True,False,True,False,False
portugal-wildfire_00001867,0,False,False,False,False,True
socal-fire_00000892,0,False,False,False,False,True
tuscaloosa-tornado_00000264,0,False,False,False,False,True
portugal-wildfire_00001294,0,False,False,False,False,True
lower-puna-volcano_00000191,0,True,False,False,False,False
socal-fire_00001092,0,True,False,False,True,False
portugal-wildfire_00001614,0,False,False,False,False,True
portugal-wildfire_00000164,0,True,False,False,False,False
pinery-bushfire_00001076,0,False,False,False,False,True
nepal-flooding_00000285,0,True,False,False,False,False
pinery-bushfire_00001679,0,True,False,False,False,False
nepal-flooding_00000103,0,False,False,False,False,True
portugal-wildfire_00001573,0,True,False,False,False,False
portugal-wildfire_00001291,0,False,False,False,False,True
woolsey-fire_00000508,0,False,False,False,False,True
portugal-wildfire_00001086,0,False,False,False,False,True
hurricane-matthew_00000136,0,True,False,False,False,False
hurricane-harvey_00000425,0,True,False,False,False,False
socal-fire_00001133,0,True,False,False,False,False
pinery-bushfire_00001194,0,False,False,False,False,True
portugal-wildfire_00001101,0,True,False,False,False,False
pinery-bushfire_00000796,0,False,False,False,False,True
pinery-bushfire_00000989,0,False,False,False,False,True
socal-fire_00001377,0,False,False,False,False,True
pinery-bushfire_00000803,0,True,False,False,False,False
pinery-bushfire_00000090,0,False,False,False,False,True
tuscaloosa-tornado_00000308,0,False,False,False,False,False
pinery-bushfire_00001619,0,False,False,False,False,True
portugal-wildfire_00001587,0,False,False,False,False,True
portugal-wildfire_00001495,0,False,False,False,False,True
nepal-flooding_00000190,0,True,True,True,False,False
hurricane-florence_00000146,0,False,False,True,False,False
woolsey-fire_00000630,0,False,False,False,False,True
portugal-wildfire_00001430,0,True,False,False,False,False
woolsey-fire_00000368,0,False,False,False,False,True
portugal-wildfire_00000607,0,False,False,False,False,True
pinery-bushfire_00001401,0,False,False,False,False,True
portugal-wildfire_00001276,0,False,False,False,True,False
hurricane-michael_00000241,0,True,True,True,True,False
portugal-wildfire_00000995,0,False,False,False,False,True
woolsey-fire_00000261,0,False,False,False,False,True
hurricane-michael_00000461,0,True,True,True,False,False
socal-fire_00001167,0,False,False,False,False,True
socal-fire_00001216,0,False,False,False,False,True
palu-tsunami_00000145,0,True,False,True,True,False
portugal-wildfire_00001049,0,True,False,False,False,False
hurricane-matthew_00000185,0,True,True,True,True,False
pinery-bushfire_00000182,0,False,False,False,False,True
socal-fire_00000914,0,True,False,False,False,False
socal-fire_00000652,0,False,False,False,True,False
socal-fire_00001253,0,False,False,False,False,True
pinery-bushfire_00000030,0,False,False,False,False,True
mexico-earthquake_00000048,0,True,True,False,False,False
portugal-wildfire_00000219,0,False,False,False,False,True
nepal-flooding_00000587,0,True,True,True,False,False
socal-fire_00000489,0,True,False,False,True,False
woolsey-fire_00000550,0,True,False,False,False,False
pinery-bushfire_00001329,0,False,False,False,False,True
hurricane-matthew_00000043,0,True,True,True,False,False
tuscaloosa-tornado_00000019,0,True,True,False,False,False
portugal-wildfire_00001168,0,True,False,False,False,False
portugal-wildfire_00001625,0,False,False,True,False,True
pinery-bushfire_00000214,0,False,False,False,False,True
joplin-tornado_00000083,0,True,True,True,True,False
midwest-flooding_00000393,0,True,True,True,False,False
woolsey-fire_00000105,0,False,False,False,False,True
portugal-wildfire_00001097,0,False,False,False,False,True
woolsey-fire_00000080,0,False,False,False,True,False
socal-fire_00000340,0,True,False,False,True,False
santa-rosa-wildfire_00000220,0,True,True,True,True,False
santa-rosa-wildfire_00000283,0,True,True,False,True,False
pinery-bushfire_00000855,0,False,False,False,False,True
pinery-bushfire_00000968,0,False,False,False,False,True
socal-fire_00001025,0,False,False,False,False,True
hurricane-harvey_00000325,0,False,False,True,False,False
portugal-wildfire_00001657,0,False,False,False,False,True
nepal-flooding_00000613,0,True,True,True,False,False
socal-fire_00000569,0,False,False,False,False,True
socal-fire_00000774,0,False,False,False,False,True
pinery-bushfire_00001702,0,False,False,False,False,True
santa-rosa-wildfire_00000330,0,True,False,False,True,False
sunda-tsunami_00000013,0,True,False,False,False,False
socal-fire_00000834,0,False,False,False,False,True
sunda-tsunami_00000071,0,False,False,False,False,True
portugal-wildfire_00000842,0,True,False,False,False,False
socal-fire_00000547,0,False,False,False,False,True
mexico-earthquake_00000044,0,True,False,False,False,False
woolsey-fire_00000849,0,False,False,False,False,True
socal-fire_00001354,0,True,False,False,False,False
midwest-flooding_00000358,0,True,False,False,False,False
portugal-wildfire_00000112,0,False,False,False,False,True
hurricane-harvey_00000484,0,True,True,True,True,False
nepal-flooding_00000224,0,True,False,False,False,False
pinery-bushfire_00001414,0,True,False,False,False,False
moore-tornado_00000164,0,True,True,True,False,False
portugal-wildfire_00000595,0,False,False,False,False,True
pinery-bushfire_00000192,0,False,False,False,False,True
pinery-bushfire_00000197,0,False,False,False,False,True
nepal-flooding_00000106,0,True,False,True,False,False
portugal-wildfire_00001061,0,True,False,False,False,False
portugal-wildfire_00001522,0,True,False,False,False,False
hurricane-matthew_00000296,0,True,True,True,True,False
woolsey-fire_00000231,0,True,False,False,False,False
hurricane-matthew_00000049,0,True,True,True,False,False
woolsey-fire_00000272,0,False,True,False,False,False
hurricane-matthew_00000052,0,True,True,False,False,False
midwest-flooding_00000272,0,True,False,False,False,False
tuscaloosa-tornado_00000227,0,False,False,False,False,True
socal-fire_00001179,0,False,False,False,False,True
portugal-wildfire_00000634,0,False,False,False,False,True
nepal-flooding_00000000,0,False,False,False,False,True
woolsey-fire_00000456,0,True,True,True,True,False
hurricane-michael_00000247,0,True,True,True,True,False
portugal-wildfire_00001249,0,False,False,False,False,True
portugal-wildfire_00000913,0,False,False,False,False,True
portugal-wildfire_00000523,0,False,False,False,False,True
tuscaloosa-tornado_00000254,0,True,False,False,False,False
hurricane-harvey_00000066,0,True,True,True,False,False
portugal-wildfire_00001580,0,True,False,False,True,False
woolsey-fire_00000228,0,False,False,False,False,True
nepal-flooding_00000169,0,True,True,True,False,False
moore-tornado_00000171,0,True,False,False,False,False
socal-fire_00000552,0,False,False,False,False,True
woolsey-fire_00000098,0,False,False,False,False,True
hurricane-michael_00000480,0,True,True,False,False,False
pinery-bushfire_00001744,0,False,False,False,False,True
socal-fire_00001208,0,False,False,False,False,True
pinery-bushfire_00000657,0,False,False,False,False,True
pinery-bushfire_00001105,0,False,False,False,False,True
moore-tornado_00000107,0,True,False,False,False,False
mexico-earthquake_00000160,0,True,False,False,False,False
socal-fire_00000240,0,True,False,False,False,False
woolsey-fire_00000364,0,False,False,False,False,True
hurricane-florence_00000365,0,True,True,False,False,False
portugal-wildfire_00001507,0,False,False,False,False,True
sunda-tsunami_00000059,0,True,False,False,False,False
hurricane-harvey_00000275,0,False,False,True,False,False
mexico-earthquake_00000154,0,True,False,False,False,False
portugal-wildfire_00001734,0,True,False,False,False,False
portugal-wildfire_00001704,0,True,True,False,True,False
socal-fire_00001021,0,False,False,False,False,True
moore-tornado_00000209,0,True,True,False,False,False
hurricane-michael_00000309,0,True,True,True,True,False
hurricane-harvey_00000471,0,False,True,True,False,False
pinery-bushfire_00001465,0,False,False,False,False,True
woolsey-fire_00000325,0,False,False,False,False,True
pinery-bushfire_00001229,0,False,False,False,False,True
portugal-wildfire_00001609,0,False,False,False,True,False
tuscaloosa-tornado_00000051,0,True,True,True,True,False
pinery-bushfire_00001108,0,False,False,False,False,True
portugal-wildfire_00001798,0,True,True,True,True,False
santa-rosa-wildfire_00000128,0,True,False,False,False,False
nepal-flooding_00000209,0,True,True,True,False,False
pinery-bushfire_00000036,0,False,False,False,False,True
hurricane-matthew_00000301,0,False,True,False,False,False
pinery-bushfire_00000415,0,False,False,False,False,True
sunda-tsunami_00000010,0,True,False,False,False,False
portugal-wildfire_00000546,0,True,False,False,False,False
woolsey-fire_00000413,0,True,False,True,True,False
pinery-bushfire_00000019,0,False,False,False,False,True
portugal-wildfire_00000930,0,False,False,False,False,True
woolsey-fire_00000598,0,True,True,False,True,False
socal-fire_00000592,0,True,True,True,True,False
hurricane-harvey_00000338,0,True,False,True,False,False
portugal-wildfire_00000195,0,True,False,False,False,False
portugal-wildfire_00001639,0,False,False,False,False,True
portugal-wildfire_00001127,0,False,False,False,False,True
portugal-wildfire_00001362,0,False,False,False,False,True
portugal-wildfire_00000285,0,True,True,False,True,False
socal-fire_00000084,0,True,False,False,False,False
portugal-wildfire_00001229,0,False,False,False,False,True
woolsey-fire_00000432,0,False,False,False,False,True
portugal-wildfire_00000539,0,True,False,False,False,False
hurricane-matthew_00000213,0,False,False,False,True,False
hurricane-florence_00000359,0,True,True,True,False,False
portugal-wildfire_00001237,0,False,False,False,False,True
nepal-flooding_00000600,0,True,True,True,True,False
pinery-bushfire_00000002,0,True,False,False,False,False
woolsey-fire_00000835,0,False,False,False,False,True
portugal-wildfire_00000387,0,True,False,False,False,False
hurricane-harvey_00000051,0,False,False,True,False,False
nepal-flooding_00000199,0,False,False,False,False,True
socal-fire_00000516,0,False,False,False,True,False
nepal-flooding_00000240,0,False,False,True,True,False
hurricane-harvey_00000486,0,True,True,True,True,False
woolsey-fire_00000470,0,True,True,True,True,False
portugal-wildfire_00000936,0,True,False,False,False,False
woolsey-fire_00000143,0,True,False,False,True,False
socal-fire_00000361,0,False,False,False,False,True
hurricane-michael_00000001,0,True,True,False,False,False
portugal-wildfire_00001824,0,False,False,False,False,True
woolsey-fire_00000217,0,False,False,False,False,True
portugal-wildfire_00000272,0,False,False,False,False,True
pinery-bushfire_00000953,0,True,False,False,False,False
nepal-flooding_00000200,0,True,True,True,False,False
pinery-bushfire_00000722,0,False,False,False,False,True
tuscaloosa-tornado_00000190,0,False,False,False,False,True
pinery-bushfire_00001736,0,False,False,False,False,True
nepal-flooding_00000274,0,False,False,True,False,False
portugal-wildfire_00001597,0,True,False,False,False,False
portugal-wildfire_00001377,0,False,False,False,False,True
portugal-wildfire_00001477,0,True,False,False,False,False
pinery-bushfire_00000737,0,False,False,False,False,True
portugal-wildfire_00001630,0,False,False,True,False,False
woolsey-fire_00000729,0,True,False,False,True,False
portugal-wildfire_00001858,0,True,False,True,True,False
portugal-wildfire_00000035,0,False,False,False,False,True
pinery-bushfire_00000636,0,False,False,False,True,False
hurricane-florence_00000136,0,False,False,True,False,False
palu-tsunami_00000154,0,True,False,False,False,False
socal-fire_00000964,0,False,False,False,False,True
tuscaloosa-tornado_00000198,0,True,True,False,False,False
hurricane-michael_00000151,0,True,True,True,True,False
portugal-wildfire_00000398,0,True,False,False,False,False
portugal-wildfire_00000526,0,True,False,False,False,False
sunda-tsunami_00000082,0,True,False,False,False,False
mexico-earthquake_00000013,0,True,False,False,False,False
lower-puna-volcano_00000059,0,True,True,False,False,False
portugal-wildfire_00001391,0,True,False,False,True,False
midwest-flooding_00000126,0,False,False,False,False,True
woolsey-fire_00000763,0,True,False,True,True,False
nepal-flooding_00000277,0,True,True,False,False,False
hurricane-harvey_00000203,0,False,False,True,False,False
socal-fire_00000169,0,False,False,False,False,True
socal-fire_00001243,0,True,False,False,False,False
pinery-bushfire_00000595,0,True,False,False,False,False
midwest-flooding_00000360,0,True,True,False,False,False
pinery-bushfire_00001195,0,False,False,False,False,True
pinery-bushfire_00000575,0,False,False,False,False,True
hurricane-michael_00000444,0,True,True,True,True,False
pinery-bushfire_00000453,0,False,False,False,False,True
portugal-wildfire_00001690,0,True,False,False,True,False
hurricane-michael_00000296,0,True,True,False,False,False
socal-fire_00000465,0,False,False,False,False,True
portugal-wildfire_00001096,0,False,False,False,False,True
lower-puna-volcano_00000046,0,False,False,False,False,False
portugal-wildfire_00000193,0,True,False,False,True,False
nepal-flooding_00000128,0,False,True,True,True,False
joplin-tornado_00000107,0,True,True,False,False,False
hurricane-michael_00000252,0,True,True,True,True,False
pinery-bushfire_00000556,0,False,False,False,False,True
portugal-wildfire_00001487,0,True,False,False,False,False
nepal-flooding_00000181,0,True,False,False,False,False
palu-tsunami_00000087,0,True,False,False,False,False
portugal-wildfire_00001523,0,False,False,False,False,True
tuscaloosa-tornado_00000060,0,False,False,False,False,True
pinery-bushfire_00000788,0,False,False,False,False,True
socal-fire_00000714,0,False,False,False,False,True
santa-rosa-wildfire_00000205,0,True,False,True,True,False
woolsey-fire_00000386,0,False,False,False,False,True
pinery-bushfire_00000771,0,False,False,False,False,True
woolsey-fire_00000806,0,False,False,False,False,True
mexico-earthquake_00000030,0,True,False,False,False,False
midwest-flooding_00000199,0,False,False,False,False,True
nepal-flooding_00000507,0,True,True,False,True,False
santa-rosa-wildfire_00000275,0,True,False,False,True,False
hurricane-michael_00000435,0,True,True,True,True,False
woolsey-fire_00000757,0,False,False,False,False,True
socal-fire_00000377,0,False,False,False,False,True
hurricane-harvey_00000443,0,True,True,False,False,False
socal-fire_00000367,0,False,False,False,True,False
lower-puna-volcano_00000076,0,False,False,False,False,True
socal-fire_00001154,0,False,False,False,False,True
pinery-bushfire_00000433,0,False,False,False,False,True
santa-rosa-wildfire_00000351,0,True,False,False,True,False
pinery-bushfire_00001188,0,False,False,False,False,True
portugal-wildfire_00001622,0,True,False,False,False,False
lower-puna-volcano_00000205,0,False,False,False,False,False
nepal-flooding_00000381,0,True,True,True,False,False
lower-puna-volcano_00000086,0,False,False,False,False,True
hurricane-michael_00000514,0,True,True,True,False,False
pinery-bushfire_00000005,0,False,False,False,False,True
portugal-wildfire_00000583,0,False,False,False,False,True
guatemala-volcano_00000019,0,True,True,True,True,False
tuscaloosa-tornado_00000121,0,False,False,False,False,True
midwest-flooding_00000290,0,False,False,False,True,False
palu-tsunami_00000107,0,True,False,True,True,False
pinery-bushfire_00001676,0,False,False,False,False,True
tuscaloosa-tornado_00000181,0,True,True,True,False,False
hurricane-michael_00000145,0,True,True,True,False,False
woolsey-fire_00000830,0,True,False,False,False,False
pinery-bushfire_00000918,0,True,False,False,False,False
pinery-bushfire_00000915,0,False,False,False,False,True
palu-tsunami_00000106,0,True,False,True,False,False
hurricane-harvey_00000482,0,False,True,True,False,False
woolsey-fire_00000362,0,False,False,False,False,True
hurricane-matthew_00000176,0,False,True,True,True,False
portugal-wildfire_00001175,0,False,False,False,False,True
nepal-flooding_00000560,0,True,True,False,False,False
pinery-bushfire_00000427,0,False,False,False,False,True
socal-fire_00000692,0,True,False,False,True,False
pinery-bushfire_00000747,0,False,False,False,False,True
woolsey-fire_00000239,0,True,False,False,True,False
portugal-wildfire_00000610,0,False,False,False,False,True
hurricane-florence_00000168,0,False,False,False,False,True
woolsey-fire_00000094,0,False,False,False,False,True
pinery-bushfire_00001508,0,False,False,False,False,True
portugal-wildfire_00000540,0,False,False,False,False,True
pinery-bushfire_00001184,0,True,True,False,True,False
hurricane-michael_00000440,0,True,True,True,True,False
woolsey-fire_00000705,0,False,False,False,False,True
hurricane-harvey_00000026,0,False,True,True,False,False
portugal-wildfire_00001726,0,False,False,False,False,True
portugal-wildfire_00000718,0,True,False,True,True,False
socal-fire_00001023,0,True,True,False,True,False
woolsey-fire_00000365,0,False,False,False,False,True
woolsey-fire_00000462,0,False,False,False,False,True
portugal-wildfire_00000310,0,True,False,False,False,False
socal-fire_00000740,0,False,False,False,False,True
portugal-wildfire_00001232,0,False,False,False,False,True
nepal-flooding_00000383,0,True,True,False,False,False
midwest-flooding_00000107,0,True,False,False,False,False
portugal-wildfire_00000809,0,False,False,False,False,True
pinery-bushfire_00001011,0,False,False,False,False,True
tuscaloosa-tornado_00000074,0,True,False,False,False,False
pinery-bushfire_00001101,0,False,False,False,False,True
joplin-tornado_00000013,0,True,False,False,False,False
hurricane-florence_00000500,0,False,False,True,False,False
socal-fire_00001386,0,False,False,False,True,False
hurricane-harvey_00000288,0,False,False,False,False,True
portugal-wildfire_00001201,0,False,False,False,False,True
portugal-wildfire_00000363,0,False,False,False,False,True
woolsey-fire_00000642,0,False,False,False,False,True
santa-rosa-wildfire_00000094,0,False,False,False,True,False
portugal-wildfire_00001586,0,True,False,True,True,False
portugal-wildfire_00000565,0,False,False,False,False,True
socal-fire_00001178,0,False,False,False,False,True
lower-puna-volcano_00000279,0,True,False,False,False,False
tuscaloosa-tornado_00000339,0,True,False,False,False,False
nepal-flooding_00000483,0,False,False,False,False,True
lower-puna-volcano_00000050,0,False,False,False,False,True
pinery-bushfire_00000941,0,True,False,False,False,False
hurricane-harvey_00000477,0,True,True,True,False,False
portugal-wildfire_00000624,0,False,False,False,False,True
socal-fire_00000857,0,False,False,False,False,True
pinery-bushfire_00001017,0,False,False,False,False,True
pinery-bushfire_00001047,0,False,False,False,False,True
lower-puna-volcano_00000067,0,True,False,False,False,False
hurricane-matthew_00000363,0,False,False,True,False,False
pinery-bushfire_00001187,0,False,False,False,False,True
midwest-flooding_00000265,0,True,False,False,False,False
palu-tsunami_00000065,0,True,False,True,True,False
pinery-bushfire_00001534,0,False,False,False,False,True
moore-tornado_00000130,0,True,False,False,False,False
pinery-bushfire_00000969,0,True,False,True,False,False
hurricane-michael_00000517,0,True,True,False,False,False
pinery-bushfire_00000322,0,False,False,False,False,True
pinery-bushfire_00000555,0,False,False,False,False,True
woolsey-fire_00000192,0,False,False,True,True,False
pinery-bushfire_00000076,0,False,False,False,False,True
socal-fire_00000587,0,False,False,False,False,True
portugal-wildfire_00000338,0,False,False,False,False,True
portugal-wildfire_00000927,0,False,False,False,False,True
pinery-bushfire_00000519,0,True,False,False,True,False
pinery-bushfire_00000245,0,False,False,False,False,True
woolsey-fire_00000014,0,True,True,True,True,False
socal-fire_00000502,0,False,False,False,False,True
socal-fire_00000450,0,False,False,False,False,True
portugal-wildfire_00001831,0,False,False,False,False,True
midwest-flooding_00000212,0,False,False,False,False,True
woolsey-fire_00000454,0,False,False,False,False,True
woolsey-fire_00000293,0,True,False,False,True,False
portugal-wildfire_00000258,0,False,False,False,False,True
hurricane-matthew_00000152,0,True,True,True,False,False
pinery-bushfire_00000971,0,False,False,False,False,True
tuscaloosa-tornado_00000216,0,True,True,False,False,False
portugal-wildfire_00001855,0,True,False,True,True,False
midwest-flooding_00000356,0,True,False,False,False,False
pinery-bushfire_00000000,0,False,False,False,False,True
portugal-wildfire_00000886,0,True,True,False,False,False
sunda-tsunami_00000067,0,False,False,False,False,True
moore-tornado_00000181,0,True,False,False,False,False
pinery-bushfire_00001314,0,False,False,False,False,True
hurricane-michael_00000539,0,True,False,True,False,False
pinery-bushfire_00000349,0,False,False,False,False,True
portugal-wildfire_00001395,0,False,False,False,False,True
woolsey-fire_00000646,0,False,True,True,True,False
portugal-wildfire_00000411,0,False,False,False,False,True
hurricane-harvey_00000312,0,False,True,True,False,False
hurricane-michael_00000165,0,True,True,True,True,False
santa-rosa-wildfire_00000192,0,False,False,False,False,True
pinery-bushfire_00001309,0,False,False,False,False,True
woolsey-fire_00000877,0,False,False,False,False,True
portugal-wildfire_00001666,0,False,False,False,False,True
moore-tornado_00000091,0,True,True,True,True,False
woolsey-fire_00000574,0,False,False,False,False,True
portugal-wildfire_00001408,0,True,False,False,False,False
woolsey-fire_00000139,0,False,False,False,False,True
mexico-earthquake_00000034,0,True,False,False,False,False
woolsey-fire_00000662,0,False,False,False,False,True
tuscaloosa-tornado_00000114,0,True,True,True,True,False
pinery-bushfire_00000250,0,False,False,False,False,True
portugal-wildfire_00001238,0,True,False,True,False,False
socal-fire_00000525,0,True,True,False,True,False
portugal-wildfire_00000745,0,False,False,False,False,True
pinery-bushfire_00001006,0,False,False,False,False,True
lower-puna-volcano_00000017,0,False,False,False,False,True
tuscaloosa-tornado_00000172,0,True,False,False,False,False
pinery-bushfire_00000336,0,False,False,False,False,True
socal-fire_00000851,0,False,False,False,False,True
socal-fire_00001242,0,False,False,False,False,True
midwest-flooding_00000326,0,False,False,True,False,False
hurricane-michael_00000499,0,True,True,True,False,False
hurricane-harvey_00000177,0,True,True,True,True,False
santa-rosa-wildfire_00000357,0,True,False,True,True,False
pinery-bushfire_00001440,0,True,False,False,False,False
socal-fire_00000951,0,False,False,False,False,True
midwest-flooding_00000378,0,True,False,False,False,False
hurricane-michael_00000348,0,True,True,False,False,False
tuscaloosa-tornado_00000044,0,False,False,False,False,True
joplin-tornado_00000145,0,False,False,True,True,False
lower-puna-volcano_00000159,0,False,False,False,False,True
woolsey-fire_00000751,0,False,False,False,False,True
portugal-wildfire_00000532,0,False,False,False,False,True
nepal-flooding_00000003,0,True,False,False,False,False
portugal-wildfire_00001012,0,False,False,False,False,True
hurricane-harvey_00000052,0,False,False,False,False,True
portugal-wildfire_00000952,0,False,False,False,False,True
woolsey-fire_00000417,0,True,False,False,True,False
portugal-wildfire_00000554,0,True,False,False,False,False
pinery-bushfire_00000746,0,False,False,False,False,True
portugal-wildfire_00000843,0,False,False,False,True,False
hurricane-florence_00000048,0,True,True,True,False,False
portugal-wildfire_00000828,0,False,False,False,False,True
socal-fire_00001195,0,False,False,False,False,True
socal-fire_00001135,0,True,False,False,True,False
pinery-bushfire_00000280,0,False,False,False,False,True
pinery-bushfire_00001594,0,False,False,False,False,True
moore-tornado_00000094,0,False,False,False,True,False
socal-fire_00001102,0,False,False,False,False,True
portugal-wildfire_00001755,0,True,False,False,True,False
portugal-wildfire_00001323,0,True,False,False,False,False
portugal-wildfire_00000988,0,False,False,False,False,True
portugal-wildfire_00000492,0,True,False,False,False,False
tuscaloosa-tornado_00000148,0,True,True,False,False,False
woolsey-fire_00000116,0,False,False,False,False,True
socal-fire_00001186,0,True,True,False,True,False
hurricane-michael_00000135,0,True,True,True,True,False
portugal-wildfire_00000750,0,True,False,False,False,False
hurricane-michael_00000112,0,True,True,True,True,False
santa-rosa-wildfire_00000155,0,True,True,False,True,False
nepal-flooding_00000117,0,True,True,False,False,False
pinery-bushfire_00001139,0,False,False,False,False,True
hurricane-florence_00000315,0,True,False,False,False,False
mexico-earthquake_00000168,0,True,False,False,False,False
lower-puna-volcano_00000164,0,False,False,False,False,True
portugal-wildfire_00001002,0,False,False,False,False,True
socal-fire_00000884,0,False,False,False,False,True
socal-fire_00000278,0,False,False,False,False,True
tuscaloosa-tornado_00000239,0,True,True,True,False,False
portugal-wildfire_00001742,0,True,False,False,False,False
pinery-bushfire_00001778,0,False,False,False,False,True
sunda-tsunami_00000043,0,False,False,False,False,False
pinery-bushfire_00001620,0,False,False,False,False,True
woolsey-fire_00000096,0,False,False,False,False,False
